County,City,Model Year,Make,Model,Electric Vehicle Type,CAFV Status,Electric Range,Electric Utility,Vehicle Age
Spokane,Spokane,2022,VOLVO,XC40,BEV,,,Bonneville Power Administration,4
Spokane,Spokane,2023,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,3
Douglas,East Wenatchee,2025,HONDA,PROLOGUE,BEV,,,Pud No 1 Of Douglas County,1
Snohomish,Lynnwood,2022,KIA,NIRO,BEV,,,Puget Sound Energy,4
Snohomish,Lynnwood,2018,TESLA,MODEL X,BEV,Eligible,238.0,Puget Sound Energy,8
King,Redmond,2026,HYUNDAI,IONIQ 9,BEV,,,Puget Sound Energy,0
Skagit,Anacortes,2020,TESLA,MODEL X,BEV,Eligible,293.0,Puget Sound Energy,6
Benton,West Richland,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
King,Bothell,2012,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Puget Sound Energy,14
Spokane,Spokane,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
Pierce,University Place,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Benton,Richland,2024,TESLA,MODEL X,BEV,,,Bonneville Power Administration,2
San Juan,Lopez Island,2016,NISSAN,LEAF,BEV,Eligible,84.0,Bonneville Power Administration,10
Snohomish,Snohomish,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Mountlake Terrace,2023,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,3
Skagit,Anacortes,2025,TESLA,MODEL S,BEV,,,Puget Sound Energy,1
Pierce,Lakewood,2025,HYUNDAI,IONIQ 6,BEV,,,Bonneville Power Administration,1
Snohomish,Mountlake Terrace,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Tacoma,2014,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,12
Clallam,Sequim,2012,CHEVROLET,VOLT,PHEV,Eligible,35.0,Bonneville Power Administration,14
King,Des Moines,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2016,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,10
King,Sammamish,2019,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),13.0,Puget Sound Energy,7
Chelan,Entiat,2024,HONDA,PROLOGUE,BEV,,,Pud No 1 Of Chelan County,2
Pierce,Tacoma,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Renton,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Fox Island,2022,VOLVO,S60,PHEV,Eligible,41.0,Bonneville Power Administration,4
Island,Freeland,2023,FORD,F-150,BEV,,,Puget Sound Energy,3
Grant,Moses Lake,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Pud No 2 Of Grant County,2
King,Bellevue,2024,AUDI,Q5 E,PHEV,Not Eligible (Low Range),23.0,Puget Sound Energy,2
King,Seattle,2021,TESLA,MODEL 3,BEV,,,City Of Seattle,5
King,Redmond,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Clallam,Sequim,2025,RIVIAN,R1T,BEV,,,Bonneville Power Administration,1
Pierce,Tacoma,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,9
King,Kent,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Covington,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
King,Renton,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Pierce,Gig Harbor,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
Snohomish,Snohomish,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Renton,2022,TESLA,MODEL S,BEV,,,Puget Sound Energy,4
King,Redmond,2024,TESLA,MODEL 3,BEV,,,Puget Sound Energy,2
King,Redmond,2024,NISSAN,LEAF,BEV,,,Puget Sound Energy,2
Snohomish,Everett,2025,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,1
Snohomish,Snohomish,2026,TESLA,MODEL 3,BEV,,,Puget Sound Energy,0
Snohomish,Bothell,2021,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,5
Clark,Washougal,2021,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,5
King,Sammamish,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
Pierce,Edgewood,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
San Juan,Friday Harbor,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Asotin,Clarkston,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
San Juan,Eastsound,2014,NISSAN,LEAF,BEV,Eligible,84.0,Bonneville Power Administration,12
Snohomish,Arlington,2025,HYUNDAI,IONIQ 5,BEV,,,Bonneville Power Administration,1
Snohomish,Edmonds,2024,CHEVROLET,BLAZER,BEV,,,Puget Sound Energy,2
Pierce,University Place,2019,AUDI,E-TRON,BEV,Eligible,204.0,Bonneville Power Administration,7
King,North Bend,2021,PORSCHE,PANAMERA,PHEV,Not Eligible (Low Range),18.0,City Of Tacoma,5
Pierce,Lakebay,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Grays Harbor,Ocean Shores,2024,FORD,MUSTANG MACH-E,BEV,,,Bonneville Power Administration,2
King,Seattle,2025,LEXUS,TX,PHEV,Eligible,33.0,City Of Seattle,1
Whatcom,Bellingham,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Puget Sound Energy,9
King,Maple Valley,2024,AUDI,Q5 E,PHEV,Not Eligible (Low Range),23.0,Puget Sound Energy,2
Skagit,Anacortes,2021,TESLA,MODEL S,BEV,,,Puget Sound Energy,5
Snohomish,Arlington,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Bonneville Power Administration,8
Pierce,Fife,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,2
Pierce,Lake Tapps,2025,VOLVO,EX40,BEV,,,Puget Sound Energy,1
Yakima,Selah,2021,CHEVROLET,BOLT EV,BEV,,,Pacificorp,5
King,Burien,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,City Of Seattle,6
Whatcom,Bellingham,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Okanogan,Winthrop,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,"Okanogan County Elec Coop,",13
Pierce,Puyallup,2025,TOYOTA,PRIUS PRIME (PHEV),PHEV,Eligible,39.0,Bonneville Power Administration,1
Pierce,Tacoma,2016,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,10
Pacific,Bay Center,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,7
King,Seattle,2022,TESLA,MODEL Y,BEV,,,City Of Seattle,4
Mason,Grapeview,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Whatcom,Bellingham,2024,RIVIAN,R1S,BEV,,,Puget Sound Energy,2
Snohomish,Woodinville,2013,TESLA,MODEL S,BEV,Eligible,208.0,Puget Sound Energy,13
Grant,Electric City,2025,TESLA,MODEL Y,BEV,,,Pud No 2 Of Grant County,1
King,Bellevue,2026,GENESIS,GV70,BEV,,,Puget Sound Energy,0
Snohomish,Bothell,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Puget Sound Energy,6
Pierce,Tacoma,2018,TESLA,MODEL S,BEV,Eligible,249.0,Bonneville Power Administration,8
Pierce,Edgewood,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Spokane,Newman Lake,2021,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,5
Pierce,Tacoma,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Pierce,Tacoma,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
King,Redmond,2023,KIA,EV6,BEV,,,Puget Sound Energy,3
Pierce,Sumner,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,5
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
Skagit,Mount Vernon,2012,CHEVROLET,VOLT,PHEV,Eligible,35.0,Puget Sound Energy,14
King,Renton,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
King,Redmond,2025,VOLKSWAGEN,ID. BUZZ,BEV,,,Puget Sound Energy,1
Snohomish,Snohomish,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Yakima,Tieton,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Pacificorp,6
King,Tukwila,2023,BMW,I4,BEV,,,City Of Seattle,3
Kitsap,Port Orchard,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Snohomish,Marysville,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Grays Harbor,Westport,2023,FORD,F-150,BEV,,,Bonneville Power Administration,3
Kitsap,Bremerton,2023,RIVIAN,EDV,BEV,,,Puget Sound Energy,3
Pierce,Spanaway,2019,KIA,NIRO,BEV,Eligible,239.0,Bonneville Power Administration,7
Benton,Kennewick,2018,HYUNDAI,IONIQ,PHEV,Not Eligible (Low Range),29.0,Bonneville Power Administration,8
Snohomish,Bothell,2025,BMW,X5,PHEV,Eligible,40.0,Puget Sound Energy,1
Snohomish,Marysville,2025,NISSAN,ARIYA MPV,BEV,,,Puget Sound Energy,1
Kitsap,Bremerton,2024,RIVIAN,EDV,BEV,,,Puget Sound Energy,2
Snohomish,Lake Stevens,2025,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,1
Clark,Camas,2021,VOLVO,XC90,PHEV,Not Eligible (Low Range),18.0,Bonneville Power Administration,5
Grant,Coulee City,2026,TESLA,MODEL Y,BEV,,,Pud No 2 Of Grant County,0
King,Seattle,2025,TESLA,MODEL Y,BEV,,,City Of Seattle,1
King,Des Moines,2023,AUDI,E-TRON GT,BEV,,,Puget Sound Energy,3
Pierce,Gig Harbor,2017,VOLVO,XC90,PHEV,Not Eligible (Low Range),14.0,Bonneville Power Administration,9
Pierce,Tacoma,2025,CADILLAC,OPTIQ,BEV,,,Bonneville Power Administration,1
San Juan,Eastsound,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Whatcom,Bellingham,2022,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,4
Snohomish,Lynnwood,2018,HONDA,CLARITY,PHEV,Eligible,47.0,Puget Sound Energy,8
Spokane,Spokane,2025,PORSCHE,CAYENNE,PHEV,Not Eligible (Low Range),29.0,Bonneville Power Administration,1
King,Maple Valley,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Benton,Prosser,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Pierce,Parkland,2021,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,5
Snohomish,Everett,2025,HYUNDAI,IONIQ 6,BEV,,,Puget Sound Energy,1
Grant,Ephrata,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Pud No 2 Of Grant County,3
Pierce,Edgewood,2025,GMC,SIERRA,BEV,,,Puget Sound Energy,1
Pierce,Tacoma,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Woodinville,2023,PORSCHE,TAYCAN,BEV,,,Puget Sound Energy,3
Benton,Kennewick,2018,HONDA,CLARITY,PHEV,Eligible,47.0,Bonneville Power Administration,8
King,Bellevue,2024,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Puget Sound Energy,2
Whatcom,Bellingham,2022,RIVIAN,R1T,BEV,,,Puget Sound Energy,4
King,Issaquah,2023,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,3
King,Vashon,2021,NISSAN,LEAF,BEV,,,Puget Sound Energy,5
Thurston,Lacey,2019,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,7
King,Seattle,2023,TESLA,MODEL 3,BEV,,,City Of Seattle,3
Clark,Ridgefield,2025,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,1
King,Seattle,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,City Of Seattle,13
King,Seattle,2018,TESLA,MODEL 3,BEV,Eligible,215.0,City Of Seattle,8
Pierce,Tacoma,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,1
Snohomish,Lynnwood,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Snohomish,Bothell,2024,VOLVO,S60,PHEV,Eligible,41.0,Puget Sound Energy,2
Clark,Vancouver,2021,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,5
Walla Walla,Walla Walla,2016,NISSAN,LEAF,BEV,Eligible,84.0,Pacificorp,10
Pierce,Buckley,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,9
Yakima,Moxee,2020,TESLA,MODEL 3,BEV,Eligible,322.0,Pacificorp,6
Skagit,Mount Vernon,2013,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Puget Sound Energy,13
Snohomish,Marysville,2021,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,5
Snohomish,Mountlake Terrace,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
Whatcom,Bellingham,2023,HYUNDAI,IONIQ 6,BEV,,,Puget Sound Energy,3
Pierce,Gig Harbor,2025,FORD,F-150,BEV,,,Bonneville Power Administration,1
Snohomish,Everett,2015,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,11
Clark,Battle Ground,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
King,Fall City,2023,VOLVO,XC60,PHEV,Eligible,35.0,Puget Sound Energy,3
Clark,Vancouver,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,8
King,Bellevue,2024,RIVIAN,R1S,BEV,,,Puget Sound Energy,2
Mason,Grapeview,2024,JEEP,GRAND CHEROKEE,PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,2
Pierce,University Place,2024,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,2
King,Renton,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Island,Coupeville,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Puget Sound Energy,9
Snohomish,Lynnwood,2025,NISSAN,LEAF,BEV,,,Puget Sound Energy,1
Snohomish,Bothell,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Whatcom,Bellingham,2023,VOLVO,C40,BEV,,,Puget Sound Energy,3
Spokane,Spokane,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Pierce,Graham,2024,CHEVROLET,BLAZER,BEV,,,Bonneville Power Administration,2
King,Duvall,2021,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,5
King,Tukwila,2023,RIVIAN,EDV,BEV,,,City Of Seattle,3
Douglas,East Wenatchee,2014,NISSAN,LEAF,BEV,Eligible,84.0,Pud No 1 Of Douglas County,12
Snohomish,Edmonds,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Fox Island,2023,CHEVROLET,BOLT EV,BEV,,,Bonneville Power Administration,3
King,Renton,2024,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,2
King,Redmond,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Pierce,Tacoma,2021,TESLA,MODEL S,BEV,,,Bonneville Power Administration,5
Snohomish,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Lake Tapps,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
Whitman,Pullman,2023,MITSUBISHI,OUTLANDER,PHEV,Eligible,38.0,Avista Corp,3
Island,Langley,2011,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,15
Snohomish,Lake Stevens,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,University Place,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
Snohomish,Marysville,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Puget Sound Energy,13
Snohomish,Marysville,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Kirkland,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Sammamish,2023,TESLA,MODEL X,BEV,,,Puget Sound Energy,3
San Juan,Eastsound,2018,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Bonneville Power Administration,8
Snohomish,Lynnwood,2025,TESLA,MODEL 3,BEV,,,Puget Sound Energy,1
King,Vashon,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Snohomish,Edmonds,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
King,Maple Valley,2023,RIVIAN,R1T,BEV,,,Puget Sound Energy,3
Mason,Shelton,2017,FORD,FUSION,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,9
Snohomish,Bothell,2022,KIA,NIRO,BEV,,,Puget Sound Energy,4
King,Redmond,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Issaquah,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Kitsap,Poulsbo,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Whitman,Pullman,2022,NISSAN,LEAF,BEV,,,Avista Corp,4
Pierce,Tacoma,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
King,Newcastle,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
Kitsap,Hansville,2017,CHEVROLET,BOLT EV,BEV,Eligible,238.0,Puget Sound Energy,9
Snohomish,Stanwood,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Douglas,East Wenatchee,2019,TESLA,MODEL S,BEV,Eligible,270.0,Pud No 1 Of Douglas County,7
Whatcom,Lummi Island,2024,TESLA,MODEL Y,BEV,,,Pud No 1 Of Whatcom County,2
King,Bellevue,2021,AUDI,E-TRON SPORTBACK,BEV,Eligible,218.0,Puget Sound Energy,5
Whatcom,Bellingham,2024,BMW,I4,BEV,,,Puget Sound Energy,2
King,Bellevue,2025,VOLVO,XC90,PHEV,Eligible,32.0,Puget Sound Energy,1
King,Seattle,2019,KIA,NIRO,PHEV,Not Eligible (Low Range),26.0,City Of Seattle,7
Chelan,Leavenworth,2023,HYUNDAI,IONIQ 5,BEV,,,Pud No 1 Of Chelan County,3
Snohomish,Edmonds,2020,CHEVROLET,BOLT EV,BEV,Eligible,259.0,Puget Sound Energy,6
Benton,Kennewick,2017,CHEVROLET,VOLT,PHEV,Eligible,53.0,Bonneville Power Administration,9
Pierce,Gig Harbor,2023,JEEP,WRANGLER,PHEV,Not Eligible (Low Range),21.0,Bonneville Power Administration,3
Spokane,Spokane,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Spokane,Spokane,2022,RIVIAN,R1T,BEV,,,Modern Electric Water Company,4
Snohomish,Mukilteo,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Pierce,Auburn,2024,SUBARU,SOLTERRA,BEV,,,Puget Sound Energy,2
King,Sammamish,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Snohomish,Monroe,2025,FORD,F-150,BEV,,,Puget Sound Energy,1
Thurston,Tumwater,2019,TESLA,MODEL 3,BEV,Eligible,220.0,Puget Sound Energy,7
Skagit,Anacortes,2016,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,10
Clallam,Sequim,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not Eligible (Low Range),25.0,Bonneville Power Administration,7
Spokane,Spokane Valley,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Pierce,Gig Harbor,2023,RIVIAN,R1T,BEV,,,Bonneville Power Administration,3
Snohomish,Bothell,2021,TESLA,MODEL Y,BEV,,,Puget Sound Energy,5
Spokane,Spokane,2020,TESLA,MODEL Y,BEV,Eligible,291.0,Bonneville Power Administration,6
King,Redmond,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
Spokane,Liberty Lake,2024,GMC,HUMMER EV SUV,BEV,,,Bonneville Power Administration,2
Yakima,Grandview,2024,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,2
Grays Harbor,Westport,2013,CHEVROLET,VOLT,PHEV,Eligible,38.0,Bonneville Power Administration,13
Kitsap,Silverdale,2023,CHEVROLET,BOLT EV,BEV,,,Puget Sound Energy,3
Whitman,Pullman,2023,VOLKSWAGEN,ID.4,BEV,,,Avista Corp,3
Spokane,Spokane,2013,FORD,C-MAX,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
King,Seattle,2023,MINI,HARDTOP,BEV,,,City Of Seattle,3
Snohomish,Everett,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Pierce,Tacoma,2018,MITSUBISHI,OUTLANDER,PHEV,Not Eligible (Low Range),22.0,Bonneville Power Administration,8
Snohomish,Edmonds,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Pierce,Puyallup,2025,RIVIAN,R1S,BEV,,,Puget Sound Energy,1
Skagit,Marblemount,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Snohomish,Arlington,2023,VOLKSWAGEN,ID.4,BEV,,,Bonneville Power Administration,3
Snohomish,Stanwood,2023,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,3
Pierce,University Place,2026,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,0
Benton,West Richland,2024,CADILLAC,LYRIQ,BEV,,,Bonneville Power Administration,2
Yakima,Yakima,2023,LEXUS,RZ,BEV,,,Pacificorp,3
Snohomish,Mukilteo,2021,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,5
Whatcom,Bellingham,2023,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,3
Thurston,Olympia,2020,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Puget Sound Energy,6
Snohomish,Lynnwood,2025,KIA,NIRO,PHEV,Eligible,33.0,Puget Sound Energy,1
Kitsap,Bainbridge Island,2026,HYUNDAI,IONIQ 9,BEV,,,Puget Sound Energy,0
King,Tukwila,2022,RIVIAN,EDV,BEV,,,City Of Seattle,4
Pierce,Gig Harbor,2024,CADILLAC,LYRIQ,BEV,,,Bonneville Power Administration,2
Jefferson,Port Hadlock,2023,CHRYSLER,PACIFICA,PHEV,Eligible,32.0,Bonneville Power Administration,3
Pierce,Steilacoom,2022,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,4
King,Black Diamond,2019,TESLA,MODEL X,BEV,Eligible,289.0,Puget Sound Energy,7
Snohomish,Brier,2012,NISSAN,LEAF,BEV,Eligible,73.0,Puget Sound Energy,14
Lewis,Centralia,2023,VOLVO,C40,BEV,,,Bonneville Power Administration,3
Thurston,Olympia,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Bothell,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Whatcom,Bellingham,2012,TOYOTA,PRIUS,PHEV,Not Eligible (Low Range),6.0,Puget Sound Energy,14
Spokane,Spokane Valley,2023,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,3
Pierce,Tacoma,2023,CHEVROLET,BOLT EV,BEV,,,Bonneville Power Administration,3
Clark,Vancouver,2024,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,2
Whatcom,Bellingham,2023,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,3
Pierce,Sumner,2025,TESLA,MODEL Y,BEV,,,Puget Sound Energy,1
Snohomish,Gold Bar,2023,CHEVROLET,BOLT EV,BEV,,,Bonneville Power Administration,3
Pierce,Spanaway,2024,KIA,EV9,BEV,,,Bonneville Power Administration,2
Clallam,Port Angeles,2018,BMW,I3,BEV,Eligible,114.0,Bonneville Power Administration,8
Spokane,Spokane,2022,TESLA,MODEL Y,BEV,,,Bonneville Power Administration,4
Clark,Vancouver,2013,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Bonneville Power Administration,13
King,Kirkland,2017,TESLA,MODEL S,BEV,Eligible,210.0,Puget Sound Energy,9
Clark,Ridgefield,2024,FORD,F-150,BEV,,,Bonneville Power Administration,2
Jefferson,Port Townsend,2024,CHEVROLET,SILVERADO,BEV,,,Bonneville Power Administration,2
Pierce,Gig Harbor,2025,LAND ROVER,RANGE ROVER,PHEV,Eligible,58.0,Bonneville Power Administration,1
King,Kent,2024,FORD,MUSTANG MACH-E,BEV,,,Puget Sound Energy,2
Whatcom,Blaine,2020,PORSCHE,TAYCAN,BEV,Eligible,192.0,Puget Sound Energy,6
Clallam,Sequim,2022,RIVIAN,R1T,BEV,,,Bonneville Power Administration,4
Snohomish,Snohomish,2015,NISSAN,LEAF,BEV,Eligible,84.0,Puget Sound Energy,11
King,Auburn,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Bellevue,2023,BMW,X5,PHEV,Eligible,30.0,Puget Sound Energy,3
Whatcom,Ferndale,2021,TESLA,MODEL 3,BEV,,,Puget Sound Energy,5
Snohomish,Lynnwood,2022,TESLA,MODEL Y,BEV,,,Puget Sound Energy,4
Pierce,Tacoma,2025,MAZDA,CX-90,PHEV,Not Eligible (Low Range),26.0,Bonneville Power Administration,1
King,Issaquah,2024,VOLKSWAGEN,ID.4,BEV,,,Puget Sound Energy,2
Thurston,Olympia,2022,VOLVO,XC40,BEV,,,Puget Sound Energy,4
King,Seattle,2023,TESLA,MODEL Y,BEV,,,City Of Seattle,3
King,Maple Valley,2022,TESLA,MODEL 3,BEV,,,Puget Sound Energy,4
Pierce,Tacoma,2024,KIA,EV9,BEV,,,Bonneville Power Administration,2
Whatcom,Blaine,2021,FORD,ESCAPE,PHEV,Eligible,38.0,Puget Sound Energy,5
Pierce,Tacoma,2023,TESLA,MODEL X,BEV,,,Bonneville Power Administration,3
Snohomish,Lake Stevens,2018,TESLA,MODEL 3,BEV,Eligible,215.0,Puget Sound Energy,8
King,Maple Valley,2023,TESLA,MODEL 3,BEV,,,Puget Sound Energy,3
King,Bellevue,2026,TESLA,MODEL Y,BEV,,,Puget Sound Energy,0
King,Bellevue,2024,HYUNDAI,IONIQ 5,BEV,,,Puget Sound Energy,2
Snohomish,Sultan,2024,NISSAN,ARIYA HATCHBACK,BEV,,,Puget Sound Energy,2
Snohomish,Edmonds,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
King,Auburn,2023,TESLA,MODEL Y,BEV,,,Puget Sound Energy,3
Pierce,Lakewood,2025,KIA,NIRO,PHEV,Eligible,33.0,Bonneville Power Administration,1
Snohomish,Everett,2024,TESLA,MODEL S,BEV,,,Puget Sound Energy,2
Snohomish,Bothell,2022,BMW,I4,BEV,,,Puget Sound Energy,4
Whatcom,Blaine,2016,FORD,FUSION,PHEV,Not Eligible (Low Range),19.0,Puget Sound Energy,10
Whatcom,Blaine,2015,TESLA,MODEL S,BEV,Eligible,208.0,City Of Blaine,11
King,Federal Way,2024,TESLA,MODEL Y,BEV,,,Puget Sound Energy,2
Pierce,Lakewood,2025,TESLA,MODEL 3,BEV,,,Bonneville Power Administration,1
King,Issaquah,2023,MERCEDES-BENZ,EQS-CLASS SEDAN,BEV,,,Puget Sound Energy,3
